id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
14228,14262,19215,,,,,3.065341,-43.898018,268.0965,13.93,19.95,0.0,6.69,-0.451,K3III,1.349,134.244847,138.918134,-185.891921,-0.00000053,0.00002551,0.00001868,0.8025043169272749,-0.7661649496971212,0.0000000675345457,0.000000096720329,,,Eri,1,14228,,131.94714571951167,,,
14230,14264,18878,,,,,3.065763,47.84848,106.9519,-8.76,-6.13,0.0,6.48,1.334,F0,0.301,49.871145,51.618606,79.291218,0.0000049,-0.00000146,-0.00000213,0.8026147573903138,0.8351135119580675,-0.0000000424696784,-0.000000029719078,,,Per,1,14230,,25.491770505091193,V509,6.508,6.448
14250,14286,18757,,GJ 3194A,,,3.069214,61.70583,24.2307,721.02,-693.41,3.8,6.64,4.718,G4V,0.634,7.972592,8.267447,21.335781,-0.00000989,0.00011174,-0.00003518,0.803518292531496,1.0769699037177576,0.0000034956035995,-0.000003361746542,,,Cas,1,14250,GJ 3194,1.1292757442094157,,,
14251,14287,18950,,,,,3.069279,38.079494,386.1004,1.48,-7.71,-4.9,6.86,-1.074,B9,-0.008,210.97179,218.766911,238.129015,0.00000145,0.00000549,-0.00001445,0.8035353697833716,0.6646125509325775,0.0000000071752425,-0.000000037379134,,,Per,1,14251,,234.20706947938237,,,
14257,14293,19107,925,,10Rho3Eri,,3.071254,-7.600857,41.5628,65.43,17.41,15.0,5.26,2.166,A8V,0.193,28.582744,29.669528,-5.49758,0.00000138,0.00002043,0.00000145,0.8040524866189229,-0.13265998044696625,0.0000003172135912,0.000000084406061,Rho-3,10,Eri,1,14257,,11.84677117581485,,,
14267,14303,18971,,,,,3.074401,40.292789,160.5136,3.94,-18.46,0.0,6.91,0.882,K0,1.059,84.869697,88.242035,103.803148,0.00000423,0.00000882,-0.00001096,0.8048763531395163,0.7032418359047062,0.000000019101659,-0.000000089496605,,,Per,1,14267,,38.65449465982838,,,
14279,14315,19121,926,,,,3.077241,1.863604,131.9261,26.17,-0.68,1.0,6.05,0.448,K0III,1.045,91.332182,95.102705,4.290275,-0.00001135,0.00001234,-0.0000004,0.8056197511627268,0.03252602415358625,0.0000001268757402,-0.000000003296733,,,Cet,1,14279,,57.65009137698544,,,
14282,14318,19080,924,,,,3.077957,15.856023,161.5509,-11.92,-91.94,-32.0,6.37,0.328,K3III,1.4,107.621676,112.106748,44.139013,-0.00000144,-0.00001498,-0.00007821,0.8058072353393312,0.27673979979515123,-0.0000000577897907,-0.000000445737697,,,Ari,1,14282,,64.38726829014608,,,
14292,14328,18925,915,,23Gam Per,,3.079942,53.50644,74.5712,0.5,-4.19,3.0,2.91,-1.453,G8III+...,0.716,30.696986,32.009546,59.949578,0.00000198,0.00000232,0.00000157,0.8063268792105985,0.9338635492551862,0.0000000024240684,-0.000000020313693,Gam,23,Per,1,14292,,332.04733579750683,Gam,2.922,2.902
14309,14345,19755,,,,,3.083127,-74.319812,198.0198,65.4,58.95,0.0,6.81,0.326,K2III,1.28,37.010422,38.657985,-190.650544,-0.00000767,0.00008277,0.00001529,0.807160704346287,-1.2971254172704398,0.0000003170681471,0.000000285797664,,,Hyi,1,14309,,64.50598332848317,,,
14318,14354,19058,921,,25Rho Per,,3.08627,38.840274,94.3396,128.69,-106.61,28.0,3.32,-1.553,M3IIIvar,1.528,50.772204,53.119196,59.165375,-0.00000601,0.00007889,-0.00002002,0.8079835981838482,0.67789065947619,0.0000006239067255,-0.000000516859864,Rho,25,Per,1,14318,,364.0826637894008,Rho,3.462,3.262
14319,14355,19210,,,,,3.086471,-8.274247,140.4494,61.13,22.33,0.0,6.3,0.562,K0,1.02,96.029092,100.478413,-20.212273,-0.00002858,0.00003034,0.00001505,0.8080362632077757,-0.14441285973467752,0.0000002963666029,0.000000108258894,,,Eri,1,14319,,51.90390101970821,,,
14329,14365,19066,923,,,,3.089171,40.582181,124.533,-25.04,-4.29,-34.0,6.06,0.584,K0III,1.011,65.298359,68.420529,81.013257,-0.00000613,-0.00002832,-0.00002459,0.8087430177732259,0.7082926690130724,-0.0000001213973456,-0.000000020798506,,,Per,1,14329,,50.86276903064369,,,
14340,14376,19134,927,,52    Ari,,3.090747,25.255174,165.2893,3.99,-10.1,9.0,5.45,-0.641,B7Vn,-0.031,103.164817,108.186963,70.520783,0.00000581,0.00001073,-0.00000339,0.8091557012605762,0.4407859475459162,0.0000000193440659,-0.000000048966181,,52,Ari,1,14340,,157.18098282039188,,,
14346,14382,18970,918,,,,3.092338,56.705719,64.7249,-13.49,70.34,-45.0,4.77,0.715,K0II-III,1.018,24.508776,25.723305,54.100758,-0.00002709,-0.00003457,-0.00002635,0.8095722677380518,0.9897015009069925,-0.0000000654013655,0.000000341017942,,,Per,1,14346,,45.08167045414601,,,
14351,14387,19102,,,,,3.093188,36.798722,176.0563,11.13,-27.29,0.0,6.99,0.762,A2,0.181,97.223776,102.087285,105.458734,0.00000274,0.00001665,-0.00001865,0.8097948031479232,0.6422588563255363,0.0000000539597626,-0.000000132305653,,,Per,1,14351,,43.171784447092264,,,
14356,14392,18991,920,,,,3.094489,56.068965,77.2798,17.36,-24.31,-11.0,6.1,1.66,G9III,1.049,29.738727,31.247697,64.119746,-0.00000383,0.00000541,-0.00001442,0.8101352494319807,0.9785880557407063,0.0000000841636549,-0.000000117858205,,,Per,1,14356,,18.879913490962927,,,
14366,14402,19091,,,,,3.09622,43.702472,197.6285,-3.16,-3.01,0.0,6.9,0.421,F5,0.747,98.449804,103.539058,136.544218,0.00000357,-0.00000064,-0.00000208,0.8105886009490173,0.7627520213122038,-0.0000000153201123,-0.000000014592891,,,Per,1,14366,,59.10170366102437,,,
14381,14417,18438,881,,,,3.102203,79.418535,211.8644,-34.64,10.28,-38.0,5.49,-1.14,F7IV comp SB,1.569,26.764549,28.236183,208.261271,0.00001377,-0.00003719,-0.00003626,0.8121549275297342,1.3861149250899023,-0.0000001679394589,0.000000049838846,,,Cep,1,14381,,248.8857318282393,,,
14403,14439,19270,931,,,,3.106579,13.18725,96.0615,-3.31,-62.68,-15.0,5.64,0.727,K3III,1.087,64.263611,67.95375,21.914885,-0.00000457,-0.00000707,-0.00003192,0.8133005665858378,0.2301609360393775,-0.0000000160473328,-0.000000303881214,,,Ari,1,14403,,44.58615279480704,,,
14419,14455,19366,,,,,3.10927,-10.251975,172.117,22.63,-12.65,0.0,6.69,0.511,G5,1.021,116.287469,123.138576,-30.632948,-0.00001502,0.0000116,-0.00001039,0.8140050559916893,-0.1789307216281375,0.0000001097133359,-0.00000006132893,,,Eri,1,14419,,54.40013782467271,,,
14420,14456,19349,935,,,,3.109303,-6.088555,139.8601,7.12,-5.11,17.0,5.23,-0.498,M3III,1.575,95.484394,101.111637,-14.834339,0.00000811,0.00001562,-0.00000529,0.814013726038923,-0.10626532577231625,0.0000000345187341,-0.000000024773979,,,Eri,1,14420,,137.7843843351454,,,
14432,14468,19890,,,,,3.11202,-72.024873,152.9052,-18.76,18.67,0.0,6.99,1.068,K2III,1.199,32.373694,34.330353,-145.441985,0.00001915,0.00000004,0.00000427,0.8147249921783433,-1.2570711739962526,-0.0000000909510465,0.000000090514714,,,Hyi,1,14432,,32.568668220166984,,,
14458,14494,19411,,,,,3.120227,-1.80275,375.9398,-18.05,-15.41,0.0,6.95,-0.926,G5,0.968,257.204834,273.927981,-11.826587,0.00002338,-0.00002316,-0.00002807,0.8168735762973932,-0.031463915710644996,-0.0000000875088693,-0.000000074709788,,,Eri,1,14458,,204.36193210844672,,,
14465,14501,19467,,GJ 3200,,,3.121826,-13.761783,30.8642,-7.99,-260.71,12.3,6.97,4.523,G3V,0.645,20.511102,21.863046,-7.342177,0.00000288,0.00000133,-0.00004088,0.8172922510546355,-0.2401884296302775,-0.0000000387366131,-0.000001263957746,,,Eri,1,14465,,1.3514500541175594,,,
14466,14502,19065,922,,,,3.121947,64.057594,189.7533,-13.65,-3.18,-2.0,5.89,-0.501,B9V,-0.02,56.794055,60.541245,170.63265,0.00001034,-0.00000732,-0.00000312,0.8173237879506603,1.1180159251005937,-0.0000000661770674,-0.000000015417075,,,Cas,1,14466,,138.16562311673286,,,
14478,14514,19374,938,,53    Ari,,3.123798,17.879995,255.102,-23.54,9.3,21.0,6.13,-0.904,B1.5V,-0.123,166.019099,177.14502,78.322582,0.0000328,-0.00000757,0.00001754,0.8178084354050215,0.31206478151713,-0.0000001141251404,0.000000045087672,,53,Ari,1,14478,,200.2626690340903,UW,6.137,6.127
14485,14521,20313,981,,,,3.125541,-78.989244,82.85,79.07,73.56,11.0,5.67,1.079,F2II-III,0.298,10.815235,11.550916,-81.32494,-0.00000189,0.00004444,-0.0000054,0.8182646702440506,-1.3786223884967486,0.0000003833421772,0.000000356628943,,,Hyi,1,14485,,32.240368719181866,BN,5.723,5.653
14508,14544,19279,933,,,,3.129817,47.308709,82.1018,3.96,1.53,-10.0,6.38,1.808,A3Vnn,0.122,38.003553,40.678692,60.346208,-0.00000619,-0.00000432,-0.0000071,0.8193842629879403,0.8256927449044287,0.0000000191986217,0.000000007417649,,,Per,1,14508,,16.47403559435753,V521,6.398,6.368
14511,14547,19940,959,,,,3.130271,-69.26492,102.3541,-37.41,15.1,11.0,6.12,1.069,K1III,1.011,24.73574,26.483086,-95.724455,0.00002107,-0.00000464,-0.00000787,0.8195031340230184,-1.2089009084399311,-0.0000001813687979,0.000000073206865,,,Hyi,1,14511,,32.53868517801076,,,
14515,14551,19545,943,,,,3.13079,-27.831151,54.6448,65.72,-20.57,12.0,6.18,2.492,A3V,0.166,32.98039,35.319981,-25.511931,-0.00000705,0.00001795,-0.00001055,0.81963884592107,-0.4857452206040225,0.0000003186195509,-0.000000099726174,,,For,1,14515,,8.774047879567533,,,
14530,14566,19268,930,,,,3.134401,52.213511,227.2727,23.53,-21.57,6.0,6.33,-0.453,B5V,-0.019,94.942952,101.871062,179.613549,-0.0000036,0.00003416,-0.00000971,0.8205843011707666,0.9112976879747875,0.000000114076659,-0.00000010457431,,,Per,1,14530,,132.19042534417247,,,
14540,14576,19356,936,,26Bet Per,Algol,3.136148,40.955648,27.571,2.39,-1.44,4.0,2.09,-0.112,B8V,-0.003,14.189428,15.238793,18.072114,0.00000196,0.00000257,0.00000254,0.821041501386661,0.7148108979134763,0.000000011587047,-0.000000006981317,Bet,26,Per,1,14540,,96.56060985415496,Bet,2.213,2.073
14550,14586,19460,940,,54    Ari,,3.139197,18.795053,234.7418,37.88,-14.33,43.0,6.24,-0.613,M0III,1.56,151.307449,162.757572,75.630165,0.00000035,0.00006369,-0.00000127,0.8218397459149442,0.32803555110425,0.0000001836474222,-0.0000000694738,,54,Ari,1,14550,,153.1792715893416,,,
14556,14592,19256,,,,,3.140474,57.01292,32.041,129.59,-107.4,0.0,6.64,4.111,G0,0.637,11.87334,12.780533,26.875778,-0.00000522,0.00002395,-0.00000908,0.8221741343629255,0.995063165963445,0.0000006282700486,-0.000000520689892,,,Per,1,14556,,1.9751496220607587,,,
14571,14607,19525,942,,,,3.144109,8.471069,112.2334,-3.4,73.32,38.0,6.28,1.029,G9III,1.026,75.478839,81.40032,16.533152,0.0000235,0.00002262,0.00004518,0.82312574676793,0.1478480533221625,-0.0000000164836651,0.00000035546539,,,Cet,1,14571,,33.75981048554255,,,
14583,14619,19939,,,,,3.147282,-64.565263,69.1085,83.51,79.5,0.0,6.8,2.602,A9III,0.343,20.162824,21.78111,-62.410164,-0.00000419,0.00003666,0.00001144,0.8239564295941656,-1.1268764235148352,0.0000004048679046,0.000000385426876,,,Hor,1,14583,,7.928663748785477,,,
14591,14626,19243,,,,,3.148384,62.384596,793.6508,-1.98,-0.22,-24.7,6.47,-3.028,B1V:e,0.231,249.834412,270.039975,703.237101,-0.00000185,-0.00001322,-0.00002278,0.8242449500060299,1.0888165966673375,-0.0000000095993109,-0.00000000106659,,,Cas,1,14591,,1416.4459272385143,V801,6.514,6.414
14596,14632,19373,937,Gl 124,Iot Per,,3.151005,49.613278,10.5407,1262.29,-91.53,49.5,4.05,3.936,G0V,0.595,4.634786,5.016825,8.029067,-0.0000227,0.00007048,0.00003553,0.8249312928528225,0.8659150461878412,0.0000061197546083,-0.000000443749961,Iot,,Per,1,14596,,2.320598461598921,,,
14614,14649,19549,,,,,3.155592,20.761123,150.6024,51.46,-11.77,27.8,6.41,0.521,K2,1.241,95.439583,103.549689,53.384508,-0.00000754,0.00004725,0.00000204,0.8261319709948002,0.3623499497025125,0.00000024948512,-0.00000005706257,,,Ari,1,14614,,53.90139436325509,,,
14621,14655,19267,,,,,3.156155,64.299651,361.0108,3.7,-19.51,-10.0,6.84,-0.948,G5,0.955,106.085987,115.134837,325.297503,0.00001308,0.00002375,-0.00002402,0.826279316958429,1.1222406253624462,0.0000000179381062,-0.000000094587149,,,Cas,1,14621,,208.54510476931685,,,
14630,14666,19509,,,,,3.157832,37.301459,155.2795,-44.14,-37.33,0.0,6.95,0.994,K0,1.084,83.658234,90.873964,94.10072,0.00003598,-0.00000998,-0.00002235,0.8267183725283622,0.6510332714167225,-0.0000002139967586,-0.000000180980946,,,Per,1,14630,,34.86582933528729,,,
14632,14668,19476,941,,27Kap Per,Misam,3.158258,44.857544,34.5662,173.01,-142.05,29.0,3.79,1.097,K0III,0.98,16.593574,18.028979,24.381331,0.00000428,0.00004746,0.00000405,0.8268300972913014,0.7829118300689613,0.0000008387761487,-0.000000688677833,Kap,27,Per,1,14632,,31.71027438947892,,,
14636,14672,19568,,,,,3.159618,19.380733,185.1852,27.38,-7.52,0.0,6.86,0.522,A0,0.113,118.25738,128.57811,61.452584,-0.00001657,0.00001829,-0.00000637,0.8271859324923752,0.338257594992605,0.0000001327419857,-0.000000036457988,,,Ari,1,14636,,53.85177219975279,,,
14641,14677,19548,944,,55    Ari,,3.160206,29.07708,323.6246,22.14,-13.22,-2.0,5.74,-1.81,B8III,0.115,191.434401,208.205907,157.276954,-0.00001996,0.00002961,-0.00001912,0.8273399182053026,0.50749078319178,0.0000001073377489,-0.000000064092368,,55,Ari,1,14641,,461.31757456037957,,,
14673,14709,20060,,,,,3.16758,-63.913605,256.4103,41.59,11.96,0.0,6.65,-0.395,A3III/IV,0.143,76.1529,83.146593,-230.290299,-0.0000291,0.00004476,0.00000654,0.8292705342975852,-1.115502839642485,0.0000002016340097,0.000000057983716,,,Hor,1,14673,,125.31411749414156,,,
14684,14719,19600,945,,,,3.169122,27.819766,165.0165,17.62,-50.91,-5.0,6.42,0.332,A0V,0.014,98.529053,107.664459,77.011822,-0.00000062,0.0000202,-0.00003841,0.829674123461492,0.485546508336865,0.0000000854241705,-0.000000246818644,,,Ari,1,14684,,64.15049325106628,,,
14703,14739,20335,,,,,3.172015,-74.297091,46.0405,52.3,280.25,0.0,6.9,3.584,F6/F7V,0.521,8.405487,9.198918,-44.322177,0.000032,0.00005233,0.00001693,0.8304317156286056,-1.2967288574595337,0.0000002535575549,0.000001358690339,,,Hyi,1,14703,,3.2092237680484335,,,
14712,14748,19637,946,,,,3.174179,26.896233,141.844,2.76,66.86,-16.0,6.02,0.261,K3III,1.278,85.27871,93.433651,64.166768,-0.00002526,-0.00002486,0.0000336,0.8309981800825038,0.4694278262812275,0.0000000133808576,0.000000324146426,,,Ari,1,14712,,68.48571591258555,,,
14713,14749,19948,960,,,,3.174235,-48.734156,134.4086,16.73,-25.01,14.0,6.11,0.468,K1III,1.118,59.761276,65.478025,-101.02932,-0.00000994,0.00000528,-0.00002151,0.8310127417066265,-0.8505714849541338,0.0000000811093288,-0.000000121251901,,,Hor,1,14713,,56.59785862426963,,,
14721,14757,19826,953,,,,3.176496,-23.738548,90.6618,60.38,31.18,9.0,6.37,1.583,K0III,0.912,55.910355,61.331594,-36.497185,-0.00001022,0.00002818,0.00000884,0.8316047733918778,-0.41431581430708125,0.0000002927305003,0.000000151164905,,,Eri,1,14721,,20.267491520989655,,,
14728,14764,19698,948,,,,3.177443,11.872627,136.4256,30.74,-26.98,1.0,5.97,0.296,B8V,-0.061,89.918046,98.68583,28.067752,-0.00001188,0.00001715,-0.00001725,0.8318525180275972,0.20721643047610375,0.0000001490317254,-0.000000130802731,,,Ari,1,14728,,66.31320218835526,,,
14729,14765,20037,,,,,3.177569,-57.809791,167.2241,10.44,4.99,0.0,6.63,0.514,G8III,0.879,59.997603,65.852312,-141.519116,-0.00000395,0.00000823,0.00000215,0.8318856078772972,-1.0089711913182327,0.0000000506145482,0.000000024192202,,,Hor,1,14729,,54.250032163115016,,,
14737,14773,19904,,,,,3.17856,-39.051549,145.1379,-19.32,9.99,0.0,7.0,1.191,A4III/IV,0.166,75.887428,83.336022,-91.439684,0.00001303,-0.00000588,0.00000546,0.832145076422473,-0.6815781142122476,-0.0000000936660031,0.000000048432886,,,For,1,14737,,29.080374827353147,,,
14742,14778,19723,,,,,3.180321,10.005896,769.2308,30.08,10.35,0.0,6.95,-2.48,K2,1.726,509.780578,560.33609,133.653484,-0.00008748,0.00007052,0.00003801,0.8326060350296072,0.17463583305938124,0.0000001458319551,0.000000050178215,,,Cet,1,14742,,855.0667128846841,,,
14750,14786,19760,,,,,3.182064,2.315846,170.6485,1.56,-27.25,0.0,6.78,0.619,K0,1.071,114.686604,126.175847,6.895586,-0.00000034,0.00000154,-0.00002252,0.8330624691770674,0.04041912902238875,0.0000000075630934,-0.000000132111727,,,Cet,1,14750,,49.24929296050272,,,
14755,14791,19439,,,,,3.183549,64.896266,80.0641,-48.97,-14.77,-7.0,6.5,1.983,A4V,0.163,22.837503,25.144837,72.501281,0.00001552,-0.00001118,-0.00000891,0.8334511316339805,1.132653513438925,-0.0000002374132594,-0.00000007160698,,,Cas,1,14755,,14.021678337057581,,,
14761,14797,19850,,,,,3.184801,-13.264284,327.8689,26.92,8.14,0.0,6.36,-1.219,F6III,0.614,214.476282,236.302353,-75.227243,-0.00002969,0.00003095,0.00001259,0.8337789489786246,-0.23150543569146123,0.0000001305118428,0.000000039463833,,,Eri,1,14761,,267.67018556258904,,,
14778,14814,19887,957,,,,3.18798,-16.024967,165.5629,-25.66,-11.14,-15.0,6.25,0.155,K2III,1.167,106.849843,117.920428,-45.704627,0.0000037,-0.00002658,-0.00000436,0.8346113244720837,-0.279688428572135,-0.0000001244031904,-0.000000054008244,,,Eri,1,14778,,75.50922276654337,,,
14781,14817,19656,947,,28Ome Per,,3.188163,39.611582,88.3392,-26.21,4.78,7.0,4.61,-0.121,K1III,1.115,45.694336,50.433482,56.323324,0.00001114,-0.00000442,0.00000614,0.8346590741404254,0.6913525327733137,-0.0000001270696657,0.000000023174093,Ome,28,Per,1,14781,,97.36435697988867,,,
14783,14819,19836,955,,,,3.188549,-3.811595,264.5503,-4.25,-16.65,24.0,6.08,-1.033,M1III,1.67,177.214568,195.634089,-17.586216,0.00001953,0.00001344,-0.00002294,0.8347601697099126,-0.06652489031292375,-0.0000000206045814,-0.000000080721477,,,Eri,1,14783,,225.52775667452468,,,
14785,14821,19789,952,,,,3.189422,13.047845,131.2336,-15.66,17.08,11.0,6.11,0.52,K0IIIp,1.038,85.808113,94.770446,29.627926,0.00001309,-0.00000038,0.00001313,0.8349887076840542,0.22772785055404,-0.0000000759218224,0.000000082806176,,,Ari,1,14785,,53.95106225151279,,,
14802,14838,19787,951,,57Del Ari,Botein,3.193822,19.726677,52.0291,154.61,-8.39,25.0,4.35,0.769,K2IIIvar,1.033,32.830084,36.343153,17.561644,-0.00001233,0.00004453,0.00000664,0.8361406877412756,0.3442954700861638,0.0000007495704315,-0.000000040675867,Del,57,Ari,1,14802,,42.89434099967816,,,
14808,14844,18778,906,,,,3.195229,81.47071,62.1891,-45.62,-0.93,-3.0,5.92,1.951,A7III-IV,0.149,6.180406,6.846667,61.501273,0.00001009,-0.00000935,-0.00000308,0.8365091067449907,1.4219321255482888,-0.0000002211720011,-0.000000004508767,,,Cep,1,14808,,14.441090844161215,,,
14809,14845,19624,,,,,3.195248,52.163463,185.5288,24.7,-23.65,1.4,6.9,0.558,B5,0.006,76.255756,84.479131,146.523979,-0.00000465,0.00002801,-0.00001192,0.8365140478035671,0.9104241817386938,0.0000001197489791,-0.000000114658435,,,Per,1,14809,,52.095474732855536,,,
14815,14851,19987,,,,,3.196972,-29.162823,261.7801,30.27,-63.7,0.0,7.0,-0.09,K0III,1.032,153.095448,169.759006,-127.563649,-0.00005491,-0.00000353,-0.00007059,0.8369654400896346,-0.5089872752302474,0.0000001467531011,-0.000000308826314,,,For,1,14815,,94.6237161365793,,,
14826,14862,19275,932,,,,3.198957,74.393659,50.7099,14.46,-86.21,10.0,4.85,1.325,A2Vnn,0.035,9.131248,10.135747,48.840454,0.00001286,0.00001959,0.00000415,0.8374851094105092,1.2984142948686026,0.0000000701040582,-0.000000417957874,,,Cas,1,14826,,25.703957827688633,,,
14832,14868,20035,,,,,3.199355,-39.365891,73.5835,80.85,-15.68,0.0,6.98,2.646,K0III,1.043,38.072759,42.269805,-46.671835,-0.0000238,0.00001667,-0.00000432,0.8375891027537814,-0.6870644081643686,0.0000003919718607,-0.000000076018785,,,Eri,1,14832,,7.61377432456151,,,
14835,14871,19684,,,,,3.199682,46.128603,111.1111,53.82,-24.53,-5.0,6.96,1.731,F0,0.301,51.530866,57.221353,80.099646,-0.00001754,0.00002384,-0.00001284,0.8376747251088251,0.8050959934080437,0.0000002609267229,-0.000000118924795,,,Per,1,14835,,17.684793782818,V889,6.979,6.949
14843,14879,20010,963,Gl 127A,Alp For,Dalim,3.201249,-28.987618,14.2369,371.49,612.26,-20.0,3.8,3.033,F8V,0.543,8.329775,9.25728,-6.899408,-0.00001733,0.00001907,0.00004687,0.8380850470504916,-0.5059293771979,0.0000018010343419,0.00000296832024,Alp,,For,1,14843,Gl 127,5.330893422367013,,,
14850,14887,19736,950,,,,3.202654,42.375905,200.4008,16.44,-17.23,6.0,6.15,-0.359,B4V,-0.099,98.984222,110.086868,135.068529,-0.0000013,0.00002244,-0.00000823,0.8384527304044795,0.7395990740827763,0.0000000797033691,-0.000000083533397,,,Per,1,14850,,121.22717925364971,,,
14857,14893,19832,954,,56    Ari,,3.203957,27.256968,154.0832,11.77,-18.34,11.0,5.78,-0.159,B9p Si,-0.106,91.548064,101.886502,70.567382,0.00000434,0.00001798,-0.00000703,0.8387939972974893,0.4757238409952463,0.0000000570625702,-0.000000088914829,,56,Ari,1,14857,,100.83237577615515,SX,5.811,5.771
14877,14913,20121,968,,,,3.207146,-44.41966,42.4989,82.73,-2.61,17.0,5.92,2.778,F3V+...,0.44,20.268657,22.595561,-29.745446,-0.00000465,0.00002034,-0.00001255,0.8396289795056319,-0.7752693237193237,0.0000004010863579,-0.000000012653637,,,Eri,1,14877,,6.742174675762442,,,
14878,14914,19735,949,,,,3.207333,47.725875,190.1141,73.3,-84.85,-36.0,6.32,-0.075,K5III,1.425,85.389303,95.201638,140.671829,-0.00002819,0.00006974,-0.00007985,0.8396778634737437,0.8329736535614388,0.0000003553684278,-0.000000411364407,,,Per,1,14878,,93.3254300796991,,,
14879,14915,19926,958,,,,3.207324,6.660883,230.9469,-8.09,-1.26,5.0,5.55,-1.268,K1IIIpe+...,1.011,153.163453,170.762534,26.788148,0.00001024,-0.00000214,-0.00000081,0.8396753688125159,0.116254337549295,-0.0000000392214268,-0.000000006108652,,,Cet,1,14879,,280.02705950106355,EL,5.572,5.532
14889,14925,20071,,,,,3.208605,-32.396619,869.5652,109.85,20.09,0.0,6.97,-2.727,K1IICN...,1.262,490.061994,546.741786,-465.893011,-0.00031453,0.00034286,0.00007151,0.8400107529684957,-0.565427671758155,0.0000005325678281,0.000000097399068,,,For,1,14889,,1073.494935805236,,,
14894,14930,20234,977,,,,3.209209,-57.321549,321.5434,18.65,13.55,14.0,5.71,-1.826,C5II,2.419,115.855638,129.296386,-270.647657,-0.00000463,0.0000384,-0.00000065,0.840168830155325,-1.0004497621927861,0.0000000904177514,0.000000065692253,,,Hor,1,14894,,468.16613972436465,TW,5.938,5.518
14917,14954,19994,962,Gl 128A,94    Cet,,3.212899,-1.196101,22.5785,193.43,-69.23,19.2,5.07,3.302,F8V,0.575,15.048052,16.82648,-0.471316,-0.0000028,0.00002863,-0.00000799,0.841134993532145,-0.02087590381947125,0.0000009377751023,-0.000000335636511,,94,Cet,1,14917,Gl 128,4.161021885174546,,,
14933,14970,20069,,,,,3.216689,-20.026944,103.0928,134.59,61.66,0.0,6.74,1.674,K2III,1.193,64.496148,72.262738,-35.305368,-0.00004316,0.00005266,0.00002895,0.8421272484689107,-0.3495361143089938,0.0000006525107327,0.000000298936115,,,Eri,1,14933,,18.63802972346199,,,
14935,14972,20144,970,,,,3.21708,-35.943688,144.0922,-0.84,7.74,22.0,6.29,0.497,B9IV/V,-0.076,77.669919,87.040768,-84.580772,0.00001468,0.00001557,-0.00000883,0.8422296863661944,-0.6273356956599425,-0.0000000040724349,0.000000037524578,,,For,1,14935,,55.10614111390659,,,
14951,14988,19925,,,,,3.219602,31.069051,359.7122,11.66,-18.89,0.0,6.94,-0.84,K2,1.496,204.988083,230.025389,185.636938,-0.00000387,0.00002622,-0.00002821,0.8428898966311575,0.54225723566359,0.0000000565292752,-0.000000091581304,,,Ari,1,14951,,188.79913490962926,,,
14967,15004,19845,956,,,,3.223297,48.176953,116.5501,16.89,-18.75,-10.0,5.93,0.597,G9III,0.972,51.651121,58.072823,86.85398,-0.00000642,0.00000715,-0.00001469,0.8438571034940181,0.8408464566025562,0.0000000818850306,-0.000000090902565,,,Per,1,14967,,50.25739801095915,,,
14987,15024,20176,974,,,,3.227207,-29.804129,125.1564,15.47,-3.14,23.0,6.17,0.683,K1IICN...,1.041,72.092288,81.22264,-62.207402,0.0000059,0.00002079,-0.00001334,0.8448807312559183,-0.5201801902025538,0.0000000750006764,-0.000000015223149,,,For,1,14987,,46.43014072818033,,,
15001,15039,20232,,,,,3.230601,-38.809388,78.9266,-37.82,-43.46,0.0,6.88,2.394,A2/A3III/IV,0.172,40.785675,46.033389,-49.465786,0.00000392,-0.0000174,-0.00001296,0.8457694256303276,-0.6773516016252187,-0.000000183356534,-0.000000210700025,,,For,1,15001,,9.602846792093809,,,
15012,15048,20043,,,,,3.231912,18.973337,233.6449,25.67,10.51,0.0,6.51,-0.333,K5,1.487,146.468078,165.428028,75.964526,-0.00002433,0.00001638,0.00001126,0.8461127019521283,0.33114719684677374,0.0000001244516718,0.000000050953917,,,Ari,1,15012,,118.35864919618605,,,
15035,15072,20078,,,,,3.238098,22.953768,146.1988,59.19,-8.35,0.0,6.76,0.935,K0,1.111,89.077882,100.937688,57.015814,-0.00002993,0.00002949,-0.00000545,0.8477320069106533,0.40061883478300747,0.0000002869612175,-0.000000040481942,,,Ari,1,15035,,36.81289736425313,,,
15036,15073,19534,,,,,3.23811,74.243082,359.7122,4.58,-10.97,12.9,6.84,-0.94,M2III,1.845,64.63465,73.240619,346.195211,0.00000856,0.00002177,0.0000075,0.8477352882890825,1.295786231639475,0.0000000222044666,-0.00000005318406,,,Cas,1,15036,,207.01413487910415,,,
15054,15092,20301,,,,,3.244469,-35.557665,173.913,34.98,17.19,18.0,6.88,0.678,G2V,0.74,93.440574,106.237908,-101.134335,-0.00000669,0.00003705,0.00000108,0.8493999908934727,-0.6205983337796288,0.0000001695878255,0.000000083339471,,,For,1,15054,,46.64445252037798,TZ,6.904,6.864
15070,15108,20485,,,,,3.248068,-59.513507,313.4796,34.1,0.8,0.0,6.75,-0.731,K3III,1.36,104.922164,119.519122,-270.140665,-0.00003825,0.00003497,0.00000062,0.8503421565628193,-1.0387066460630463,0.0000001653214651,0.000000003878509,,,Ret,1,15070,,170.76544728138737,,,
